A4D250	A4D250
P25791	Q14192
P25791	Q13643
P25791	Q5TD97
P25791	P21291
P25791	Q16527
P25791	P50461
P25791	P50238
P25791	Q6Q6R5
P25791	P52943
P25791	Q8WUP2
P25791	Q9UGP4
P25791	Q15654
P25791	Q15942
P25791	Q93052
P25791	Q9UGI8
P25791	Q9NZU5
P25791	P49023
P25791	Q96MT3
P25791	Q7Z3G6
P25791	Q2TBC4
P25791	O43900
Q9NUP7	Q9NUP7
A0A075B6S0	A0A075B6S0
P61619	P61619
P61619	Q9H9S3
Q9Y6N5	Q9Y6N5
P0C7Q5	P0C7Q5
P0C7Q5	Q8N808
P0C7Q5	P0C7Q6
P0C7Q5	Q96KT7
P0C7Q5	Q8TBE7
Q9Y2B4	Q9Y2B4
Q8NFZ5	Q8NFZ5
Q96BW9	Q96BW9
Q9H7N4	Q9H7N4
Q9H7N4	Q5TZA2
Q9H7N4	Q99590
Q9H7N4	Q9P1Y6
Q9BVW5	Q9BVW5
Q04837	Q04837
Q53QW1	Q53QW1
Q16613	Q16613
Q9BY42	Q9BY42
H3BTG2	H3BTG2
P82930	P82930
Q6ZT21	Q6ZT21
Q9H0W7	Q9H0W7
Q9H0W7	Q7Z6K1
Q9H0W7	Q8WY91
Q9H0W7	O43422
Q9H0W7	Q8WTV1
Q9H0W7	Q8NA92
Q9H0W7	Q9NVV9
Q9H0W7	Q9P2Z0
Q9H0W7	Q9H5L6
Q9H0W7	Q9BT49
Q9H0W7	Q8TBB0
Q6ZNX1	Q6ZNX1
Q9BTV4	Q9BTV4
Q96BD8	Q96BD8
P13385	P13385
P13385	P51864
P13385	Q9Y5W5
P13385	P0CG36
P13385	P0CG37
Q86XA9	Q86XA9
Q86XA9	Q9P2D3
A0A1B0GVH7	A0A1B0GVH7
Q1A5X6	Q1A5X6
Q96NY9	Q96NY9
E2RYF7	E2RYF7
Q8NFW8	Q8NFW8
O95897	O95897
O95897	Q96PB7
O95897	Q99784
O95897	Q9NRN5
O95897	Q68BL7
O95897	Q68BL8
O95897	Q6UWY5
O95897	Q99972
O95897	Q6UX06
O95897	O95490
O95897	Q9HAR2
O95897	O94910
O95897	Q6ZMI3
Q9UKJ0	Q9UKJ0
Q9UKJ0	Q9UKJ1
Q13823	Q13823
Q13823	P36915
Q13823	Q9H089
Q13823	Q9BVP2
Q13823	Q9NVN8
Q13823	Q9BT17
P11388	P11388
P11388	Q02880
Q15628	Q15628
O15050	O15050
Q9NZI6	Q9NZI6
Q9NZI6	Q12800
Q9NZI6	Q9NZI7
Q9NZI6	Q9NZI5
Q9NZI6	Q6ISB3
Q9NZI6	Q8TE85
Q5T0D9	Q5T0D9
Q5T0D9	Q6ZUI0
P61247	P61247
Q9UHI7	Q9UHI7
Q9UHI7	Q9UGH3
Q9UHI7	Q6PIS1
Q15459	Q15459
Q15459	Q8IWX8
Q15459	Q04637
Q15459	O43432
Q15459	Q8N3X1
A4D263	A4D263
Q6B0B8	Q6B0B8
Q96AZ6	Q96AZ6
Q96AZ6	Q9H9L3
Q96AZ6	Q8WTP8
Q96AZ6	Q9GZR2
Q96AZ6	Q96IC2
Q96AZ6	Q8IX06
Q96AZ6	Q8N1G1
Q9NQR1	Q9NQR1
Q330K2	Q330K2
Q8N307	Q8N307
Q8N8Z3	Q8N8Z3
Q8IZ63	Q8IZ63
Q8WUY3	Q8WUY3
Q8WUY3	Q86TP1
P0C7W0	P0C7W0
P0C7W0	P58505
Q8WUY8	Q8WUY8
Q6NW34	Q6NW34
P54886	P54886
P84157	P84157
Q9BY65	Q9BY65
Q9BV57	Q9BV57
Q14596	Q14596
Q14596	Q9H6K1
Q12986	Q12986
Q12986	Q6ZNB6
Q99497	Q99497
Q68DD2	Q68DD2
Q68DD2	Q9UP65
Q68DD2	Q86XP0
Q68DD2	P47712
Q68DD2	P0C869
Q68DD2	Q3MJ16
Q96S44	Q96S44
Q6P1K2	Q6P1K2
Q2M296	Q2M296
Q9P215	Q9P215
P62277	P62277
Q8TE82	Q8TE82
Q8TE82	Q8TF17
P22528	P22528
P22528	P35321
P22528	P35325
P22528	Q9BYE4
P22528	P22532
P22528	Q96RM1
P22528	P35326
P22528	P22531
P22528	Q9UBC9
Q9HD45	Q9HD45
Q9HD45	Q92544
Q9HD45	Q99805
Q9HD45	O15321
Q8N1F7	Q8N1F7
P62910	P62910
Q9BRQ0	Q9BRQ0
Q9BRQ0	Q9Y3Y4
Q8NEF3	Q8NEF3
Q9UHD1	Q9UHD1
Q9UHD1	Q9UKP3
P09603	P09603
Q9BS18	Q9BS18
O15078	O15078
Q9BZP3	Q9BZP3
Q5M9N0	Q5M9N0
Q96LT6	Q96LT6
O43852	O43852
O43852	Q14257
O43852	Q15293
O43852	Q96D15
O43852	Q9BRK5
Q53HC0	Q53HC0
O15234	O15234
Q13042	Q13042
Q8N684	Q8N684
Q8N684	Q16630
Q5JTY5	Q5JTY5
Q5JTY5	Q9BRT8
Q5JTY5	Q4V339
Q5JTY5	Q5RIA9
Q5JTY5	Q8IUF1
Q9UNA3	Q9UNA3
Q9UNA3	Q9NPC4
A6NFN9	A6NFN9
Q5T7R7	Q5T7R7
Q7L4P6	Q7L4P6
Q9UIV1	Q9UIV1
Q9UIV1	Q9UFF9
Q9NX38	Q9NX38
Q9UBD9	Q9UBD9
P46100	P46100
P46100	Q9Y4B4
P46100	Q2NKX8
P46100	Q86WJ1
P46100	Q9H4L7
P46100	Q5T890
P46100	Q9P2D1
P46100	O14647
P46100	O14646
P46100	Q9HCK8
P46100	Q3L8U1
P46100	Q8TD26
P46100	O14981
P46100	Q12873
P46100	Q14839
P46100	Q8TDI0
P46100	Q9ULG1
P46100	Q9NRZ9
P46100	P28370
P46100	O60264
P46100	Q92698
P46100	Q9Y620
P46100	Q6ZRS2
P46100	P51531
P46100	P51532
P46100	Q14527
P46100	Q96EQ8
P46100	Q9UNY4
P46100	Q5FWF4
P46100	Q9NZC9
P46100	Q149N8
P02656	P02656
P23946	P23946
P23946	P08311
P23946	P20718
P23946	P10144
P23946	P12544
P23946	P24158
P23946	P00746
P23946	P20160
P23946	P08246
P23946	Q99895
P23946	P51124
P23946	Q6UWY2
P23946	Q9UNI1
P23946	P08217
P23946	P08218
Q8IYS8	Q8IYS8
Q8IYS8	Q96IK1
Q8TAM1	Q8TAM1
Q8TAM1	A6NM43
Q8TAM1	Q96SF2
Q6ZW61	Q6ZW61
Q8NDY3	Q8NDY3
Q8NDY3	P54922
Q8NDY3	Q9NX46
Q5TG92	Q5TG92
Q9H425	Q9H425
Q86TU6	Q86TU6
Q9NPU4	Q9NPU4
Q9Y471	Q9Y471
Q96MT4	Q96MT4
Q9H1Z8	Q9H1Z8
Q9NQ89	Q9NQ89
Q96RK4	Q96RK4
Q96RK4	O14879
Q96RK4	Q13325
Q96RK4	P09913
Q96RK4	Q5T764
Q96RK4	P09914
Q96RK4	Q8TAM2
Q96RK4	Q86TZ1
Q8N999	Q8N999
Q495D7	Q495D7
Q17RA5	Q17RA5
Q10589	Q10589
Q6ZVT6	Q6ZVT6
Q01850	Q01850
Q01850	Q86X02
Q96LR9	Q96LR9
Q8NCQ2	Q8NCQ2
Q8IWZ6	Q8IWZ6
Q9NYM9	Q9NYM9
Q9BSY4	Q9BSY4
Q96KC9	Q96KC9
P0C842	P0C842
A0A1B0GTC6	A0A1B0GTC6
P63104	P63104
P63104	P27348
P63104	P31946
P63104	P62258
P63104	P31947
P63104	Q04917
P63104	P61981
Q9GZX7	Q9GZX7
Q9GZX7	Q9HC16
Q9GZX7	Q8IUX4
Q9GZX7	Q9NRW3
Q9GZX7	Q96AK3
Q9GZX7	P31941
Q9GZX7	Q9UH17
Q9GZX7	Q6NTF7
Q9GZX7	Q9Y235
Q9GZX7	P41238
Q8N5I9	Q8N5I9
Q5SWW7	Q5SWW7
Q8N9R6	Q8N9R6
Q9NW68	Q9NW68
O14497	O14497
O14497	Q8NFD5
P22570	P22570
Q13795	Q13795
Q13795	Q5H913
Q13795	Q3SXY8
Q13795	Q6T311
Q13795	P18085
Q13795	P40616
Q13795	P61204
Q13795	P84085
Q13795	P62330
Q13795	P84077
Q13795	Q8N4G2
Q13795	P36405
Q13795	Q969Q4
Q13795	Q8IVW1
Q13795	P36404
Q13795	P36406
Q13795	P56559
Q13795	P40617
Q13795	P49703
Q13795	Q9NR31
Q13795	Q9Y6B6
Q13795	Q9H0F7
Q13795	Q9Y689
Q13795	Q96KC2
Q13795	A6NH57
Q13795	Q96BM9
Q13795	Q9NVJ2
Q13795	Q9NXU5
Q13795	Q8N8L6
Q13795	Q0P5N6
Q13795	P57729
Q13795	Q13637
Q13795	P62826
Q13795	O14966
Q13795	Q9ULC3
Q13795	P20340
Q13795	Q5JT25
Q13795	Q9NRW1
Q13795	Q9BZG1
Q13795	P51157
Q13795	O95755
Q13795	Q8IZ41
Q13795	Q8WUD1
Q13795	P61106
Q13795	P61019
Q13795	Q96DA2
Q13795	Q14964
Q13795	Q8N4Z0
Q13795	A4D1S5
Q13795	Q15771
Q13795	Q14088
Q13795	P51149
Q13795	Q96AH8
Q13795	Q9H0T7
Q13795	Q96AX2
Q13795	Q9ULW5
Q13795	Q8WXH6
Q13795	Q96S21
Q13795	Q12829
Q13795	P0C0E4
Q13795	O00194
Q13795	P51159
Q13795	P51151
Q13795	Q9NP90
Q13795	Q9UBK7
Q13795	Q9UNT1
Q13795	Q53S08
Q13795	Q9H0N0
Q13795	Q9UL26
Q13795	Q13636
Q13795	P59190
Q13795	Q92930
Q13795	P61026
Q13795	P61006
Q13795	P51153
Q13795	Q92928
Q13795	Q9H0U4
Q13795	P62820
Q13795	Q15286
Q13795	Q9H082
Q13795	Q6IQ22
Q13795	Q96E17
Q13795	P20336
Q13795	O95716
Q13795	P20337
Q13795	Q15907
Q13795	P57735
Q13795	P62491
Q13795	P61018
Q13795	P20338
Q13795	Q86YS6
Q13795	Q9NP72
Q13795	Q9UL25
Q13795	Q969Q5
Q13795	P20339
Q13795	P61020
Q13795	P51148
Q13795	Q7Z6P3
Q8N129	Q8N129
Q8N129	Q9BT09
Q9H7T9	Q9H7T9
Q9NP70	Q9NP70
A0A1B0GUT2	A0A1B0GUT2
P51795	P51795
P51795	P51793
P51795	P51790
P51795	P51801
P51795	P51800
P51795	P51788
P51795	P35523
P51795	P51798
P51795	P51797
Q7Z7A1	Q7Z7A1
Q7Z7A1	Q14152
Q8N0U6	Q8N0U6
Q8N319	Q8N319
A6NIL9	A6NIL9
Q69YU5	Q69YU5
Q8IXM2	Q8IXM2
G3V211	G3V211
Q00994	Q00994
Q00994	Q9HBH7
Q00994	Q9BXY8
Q00994	Q9NWD9
Q00994	Q5H9J7
Q96N53	Q96N53
Q8NEN0	Q8NEN0
Q9P287	Q9P287
Q5T2S8	Q5T2S8
Q5T2S8	Q96C12
Q5T2S8	Q5W041
Q5T2S8	P52306
Q5T2S8	P14923
Q5T2S8	P35222
Q6ZS94	Q6ZS94
Q96IX5	Q96IX5
P16278	P16278
P16278	Q8IW92
P16278	Q8NCI6
P16278	Q6UWU2
Q8N910	Q8N910
Q9UPS8	Q9UPS8
Q9UPS8	Q6NSI1
Q9UPS8	Q92527
Q9UPS8	Q5JPF3
Q9UPS8	A6NC57
Q9UPS8	Q8N2N9
Q9UPS8	A6QL64
Q9UPS8	P0CG38
Q9UPS8	P0CG39
Q9UPS8	A5A3E0
Q9UPS8	Q6S8J3
Q9UPS8	Q86YR6
Q9UPS8	A0A0A6YYL3
Q9UPS8	Q6S8J7
Q9UPS8	B2RU33
Q9UPS8	H3BUK9
Q9UPS8	A0JP26
Q9UPS8	Q6S5H5
Q9UPS8	Q6S545
Q9UPS8	A6NI47
Q9UPS8	Q8NF67
Q9UHB7	Q9UHB7
Q9UHB7	P51825
Q9UHB7	P51826
Q9UHB7	P51816
Q8WVB6	Q8WVB6
Q8WVB6	P35251
Q8WVB6	P40937
Q8WVB6	P35249
Q8WVB6	P35250
Q8WVB6	P40938
Q8WVB6	O75943
Q8WVB6	Q96S55
Q16619	Q16619
P0C7U1	P0C7U1
P0C7U1	Q9NR71
Q9H8W2	Q9H8W2
A0A096LP49	A0A096LP49
Q8N111	Q8N111
Q8NCU1	Q8NCU1
Q9H799	Q9H799
Q4VC31	Q4VC31
Q8N8E3	Q8N8E3
Q0P5P2	Q0P5P2
Q8WUD4	Q8WUD4
Q96M89	Q96M89
Q5EE01	Q5EE01
Q96C57	Q96C57
Q8TAB7	Q8TAB7
P07766	P07766
Q6W349	Q6W349
Q6PII3	Q6PII3
P39880	P39880
P39880	Q13948
P39880	O14529
P39880	O95948
P39880	Q9UBC0
P39880	O60422
Q6P1X6	Q6P1X6
P83436	P83436
Q8IYL3	Q8IYL3
Q9Y2R0	Q9Y2R0
Q5T5X7	Q5T5X7
Q8NAE3	Q8NAE3
Q8NAE3	P59052
Q99643	Q99643
Q8N7W2	Q8N7W2
Q8N7W2	Q6ZU67
Q9NQW6	Q9NQW6
Q9H3G5	Q9H3G5
Q9H3G5	P10619
Q9H3G5	Q9HB40
Q7Z2E3	Q7Z2E3
Q7Z2E3	Q96T60
Q9NWQ9	Q9NWQ9
Q92600	Q92600
Q9UKL3	Q9UKL3
Q8N1M1	Q8N1M1
Q8N1M1	O76090
Q8N1M1	Q8NFU0
Q8N1M1	Q8NFU1
Q9BXC9	Q9BXC9
Q8IZY5	Q8IZY5
O14569	O14569
O14569	Q8N8Q1
Q9NYJ1	Q9NYJ1
Q6P1S2	Q6P1S2
Q86WW8	Q86WW8
Q8N123	Q8N123
Q9H4Z3	Q9H4Z3
Q8N6U2	Q8N6U2
Q96G97	Q96G97
P53365	P53365
P53365	P53367
Q6ZUJ4	Q6ZUJ4
P56539	P56539
P56539	Q03135
P56539	P51636
A6NLC5	A6NLC5
Q6ZRV3	Q6ZRV3
Q8IW19	Q8IW19
F5H4A9	F5H4A9
Q5T742	Q5T742
P51693	P51693
H3BNL1	H3BNL1
Q6NZI2	Q6NZI2
Q6NZI2	O95810
Q6NZI2	Q5BKX8
Q6NZI2	Q969G5
P0DN24	P0DN24
Q9NQ79	Q9NQ79
Q13015	Q13015
Q13015	Q8IXQ3
Q12996	Q12996
O15155	O15155
Q8NDB2	Q8NDB2
Q8NDB2	Q6ZUJ8
Q9P003	Q9P003
Q9P003	Q6PI25
Q9P003	O95406
Q9P003	Q8TBE1
Q96T59	Q96T59
Q96T59	A8MXV6
Q96BR5	Q96BR5
Q9H741	Q9H741
P53680	P53680
P53680	Q96PC3
P53680	P61966
P53680	P56377
P53680	Q9Y587
P53680	P59780
P53680	Q92572
Q76L83	Q76L83
Q76L83	Q9C0F0
Q76L83	Q8IXJ9
O95999	O95999
Q5SQS8	Q5SQS8
Q5VZT2	Q5VZT2
Q6X4T0	Q6X4T0
Q8N7H1	Q8N7H1
Q9H8X3	Q9H8X3
Q96L14	Q96L14
Q96L14	Q5SW79
Q96L14	Q9Y4F5
O14734	O14734
Q9NVT9	Q9NVT9
Q8N7S6	Q8N7S6
Q9ULZ1	Q9ULZ1
P56134	P56134
Q92747	Q92747
Q92747	O15143
Q92747	Q6PJI9
Q92747	Q9NXC5
Q92747	Q9BRX9
Q8N8P7	Q8N8P7
Q9UBY8	Q9UBY8
P55196	P55196
P55196	Q96SB3
P55196	Q9ULJ8
P55196	Q5U651
P55196	Q96JH8
Q8NCR3	Q8NCR3
Q8NCR3	Q96LI9
Q86UB2	Q86UB2
P46952	P46952
Q6GMV1	Q6GMV1
Q6GMV1	C9J202
Q6GMV1	Q9BT22
Q5YKI7	Q5YKI7
Q5SZD1	Q5SZD1
Q8N878	Q8N878
Q8N878	Q96NE9
P07992	P07992
O94777	O94777
Q9H095	Q9H095
Q8N0W7	Q8N0W7
Q9Y282	Q9Y282
Q9Y282	Q969X5
Q9Y282	Q96RQ1
O43292	O43292
P09601	P09601
P09601	P30519
Q8WVR3	Q8WVR3
Q9NVC6	Q9NVC6
Q13572	Q13572
P61244	P61244
P61244	P04198
P61244	P01106
P61244	P12525
P61244	P12524
P61244	P22415
P61244	Q15853
Q6UW32	Q6UW32
Q6UW32	Q6UWQ7
Q6UW32	Q6B9Z1
Q6UW32	Q6UXB1
Q9UBI9	Q9UBI9
Q6ZRQ5	Q6ZRQ5
Q9H1K1	Q9H1K1
Q4AE62	Q4AE62
Q0VF49	Q0VF49
Q0VF49	Q9C093
Q9BWT6	Q9BWT6
Q9NUK0	Q9NUK0
Q9NUK0	Q5VZF2
Q9NUK0	Q9NR56
Q9NUK0	Q96K80
A6NE02	A6NE02
A6NE02	C9JJ37
Q06432	Q06432
Q06432	Q9BXT2
P08571	P08571
Q6PB30	Q6PB30
Q6PB30	Q9Y5P2
Q14201	Q14201
Q14201	P78543
Q14201	P62324
Q14201	Q14106
Q14201	Q9NY30
Q14201	P50616
Q9UPV0	Q9UPV0
Q5EBM0	Q5EBM0
Q9BQY9	Q9BQY9
Q9BQY9	Q96EV8
P58549	P58549
P58549	P54710
P58549	O00168
P58549	P58550
P58549	Q9H0Q3
P58549	Q96DB9
P58549	Q14802
P58549	P59646
Q9NXF7	Q9NXF7
P30793	P30793
P50402	P50402
P50402	P42167
P50402	P42166
O94808	O94808
O94808	Q06210
Q9HAF1	Q9HAF1
P48728	P48728
Q96T75	Q96T75
Q96T75	E7EU14
Q96T75	P53041
A6NJV1	A6NJV1
O94952	O94952
Q09327	Q09327
Q9BPY3	Q9BPY3
Q9BPY3	Q9NWS6
Q01459	Q01459
Q01459	Q9BZP6
Q01459	Q15782
Q01459	P36222
Q01459	Q13231
Q01459	Q12889
Q16595	Q16595
Q5VSY0	Q5VSY0
Q14999	Q14999
Q14999	Q8IWT3
P58512	P58512
Q6P9B9	Q6P9B9
C9JL84	C9JL84
Q86VZ6	Q86VZ6
Q96T53	Q96T53
Q96T53	Q6ZWT7
Q96T53	Q96N66
Q96T53	Q6ZNC8
Q96T53	Q6P1A2
Q5VU57	Q5VU57
Q5VU57	Q8NDL9
Q5VU57	Q5U5Z8
Q5VU57	Q8NEM8
Q5VU57	Q96MI9
Q5VU57	Q9UPW5
Q96EE4	Q96EE4
Q96EE4	Q09328
A0A1B0GU71	A0A1B0GU71
A0A1B0GU71	B2RV13
P49913	P49913
Q6P9G0	Q6P9G0
Q6IMN6	Q6IMN6
Q6IMN6	Q14444
Q6IMN6	P23435
Q6IMN6	Q8IUK8
Q6IMN6	Q9NTU7
Q6IMN6	Q6UW01
Q6IMN6	Q9BXJ4
O95415	O95415
A5D8V7	A5D8V7
P35575	P35575
P35575	Q9NQR9
P35575	Q9BUM1
Q9H790	Q9H790
Q15398	Q15398
Q15398	O14490
Q15398	O95886
Q15398	Q9P1A6
Q15398	Q9Y2H0
Q5U4N7	Q5U4N7
Q96PZ2	Q96PZ2
Q96PZ2	Q6SJ93
P35754	P35754
P35754	Q9NS18
Q68CQ4	Q68CQ4
Q9Y5L3	Q9Y5L3
Q9Y5L3	Q5MY95
Q9Y5L3	P49961
Q9Y5L3	O75355
Q9Y5L3	O75356
Q9Y5L3	O75354
Q9Y5L3	Q9NQZ7
Q9Y5L3	Q9Y227
Q9ULR0	Q9ULR0
Q9UGU5	Q9UGU5
Q9ULL0	Q9ULL0
Q9GZU1	Q9GZU1
Q9GZU1	Q8IZK6
Q9GZU1	Q8TDD5
Q96HR3	Q96HR3
Q969R8	Q969R8
Q8TDQ0	Q8TDQ0
Q8TDQ0	Q96D42
Q8TDQ0	Q96H15
Q8TDQ0	Q6ZMC9
Q8N6L1	Q8N6L1
A0AVF1	A0AVF1
C9JLW8	C9JLW8
C9JLW8	Q9BUT9
Q49B96	Q49B96
Q6PJG6	Q6PJG6
Q9P1Y5	Q9P1Y5
Q9P1Y5	Q5T5Y3
Q9P1Y5	Q08AD1
Q9P2X8	Q9P2X8
Q8N9M1	Q8N9M1
P59826	P59826
P59826	P59827
P59826	Q8NFQ5
Q9UFE4	Q9UFE4
Q4G0X9	Q4G0X9
O95861	O95861
O95861	Q9NX62
O95861	P49441
P0DMQ9	P0DMQ9
Q32MH5	Q32MH5
Q32MH5	Q7L5A3
Q9H410	Q9H410
Q8WTQ1	Q8WTQ1
Q8WTQ1	A8MXU0
Q8WTQ1	Q8NET1
Q8WTQ1	Q30KQ5
O43237	O43237
O43237	Q9Y6G9
P57679	P57679
Q5T848	Q5T848
Q5T848	Q6PRD1
P35638	P35638
P0DPQ6	P0DPQ6
P41250	P41250
Q8N608	Q8N608
Q8N608	P42658
Q8N608	Q12884
Q8N608	P27487
Q8N608	Q86TI2
Q8N608	Q6V1X1
Q5UCC4	Q5UCC4
Q8N766	Q8N766
P24855	P24855
P24855	Q92874
P24855	Q13609
P24855	P49184
Q8N8A8	Q8N8A8
Q8N8A8	Q9Y6X4
Q6ZMK1	Q6ZMK1
O96002	O96002
Q8NA97	Q8NA97
Q6P2E9	Q6P2E9
Q5T036	Q5T036
Q8N612	Q8N612
Q8N612	Q05DH4
Q8N612	Q86V87
Q8N612	Q5W0V3
P26572	P26572
P26572	Q8WZA1
P00492	P00492
P00492	Q9NRG1
P23919	P23919
A6NCL2	A6NCL2
Q9H8Q6	Q9H8Q6
A4D126	A4D126
Q7Z4Q2	Q7Z4Q2
Q8N9T8	Q8N9T8
Q92845	Q92845
Q8N8E1	Q8N8E1
P33993	P33993
P33993	P33991
P33993	P49736
P33993	Q14566
P33993	Q9NXL9
P33993	P25205
P33993	Q9UJA3
P33993	P33992
P17540	P17540
P17540	P06732
P17540	P12277
P17540	P12532
Q16667	Q16667
Q12982	Q12982
Q12982	Q86WG3
Q12982	Q7Z465
Q12982	Q07960
Q12982	P85298
Q8WW18	Q8WW18
Q9H0A8	Q9H0A8
Q9HC77	Q9HC77
Q8WTQ4	Q8WTQ4
Q96EK6	Q96EK6
Q14118	Q14118
Q5T442	Q5T442
Q5T442	P36383
Q5T442	Q96KN9
Q5T442	P48165
Q5T442	Q6PEY0
Q5T442	P57773
Q5T442	Q8N144
Q5T442	O75712
Q5T442	Q9NTQ9
Q5T442	O95377
Q5T442	Q8NFK1
Q5T442	Q9Y6H8
Q5T442	P36382
Q5T442	Q969M2
Q5T442	P35212
Q5T442	P08034
Q5T442	P17302
Q5T442	Q9UKL4
Q5T442	P29033
Q5T442	O95452
P15502	P15502
Q96KP1	Q96KP1
Q9UKT8	Q9UKT8
Q9UKT8	O60508
Q9UKT8	Q8NA23
Q9UKT8	Q9Y2I8
Q9UKT8	Q8N0X2
Q9UKT8	Q86VZ2
Q9UKT8	P61964
Q9UKT8	Q13112
Q9UKT8	Q8N136
Q9UKT8	Q6Q0C0
Q9UKT8	Q969H0
Q9UKT8	Q9BYB4
Q9UKT8	Q14137
Q9UKT8	Q9BVA0
Q9UKT8	Q9C0C7
Q9UKT8	Q09019
Q9UKT8	Q8TBZ3
Q9UKT8	Q8IZU2
Q9UKT8	Q5JSH3
Q9UKT8	B1ANS9
Q9UKT8	Q13347
Q9UKT8	P57775
Q9UKT8	O43660
Q9UKT8	P35606
Q9UKT8	Q676U5
Q9UKT8	Q96DI7
Q9UKT8	Q8NHV4
Q9UKT8	Q8NAA4
Q9UKT8	Q5XUX1
Q9UKT8	Q12788
Q9UKT8	Q9BQA1
Q9Y3B2	Q9Y3B2
Q52LJ0	Q52LJ0
Q52LJ0	Q8NCA5
Q52LJ0	Q17RN3
Q52LJ0	Q9HCE5
O75955	O75955
O75955	Q14254
Q9NPA8	Q9NPA8
Q96C92	Q96C92
Q14512	Q14512
Q14512	Q8TAT2
Q8NA70	Q8NA70
Q8NA70	A6NHR8
Q8NA70	Q5JRC9
Q8NA70	Q6ZV65
Q8NA70	Q5HY64
B3EWF7	B3EWF7
Q86XA0	Q86XA0
Q86XA0	Q8IXQ9
Q86XA0	Q5VZV1
Q86XA0	A6NDL7
Q6ZSS7	Q6ZSS7
Q8IWA4	Q8IWA4
Q8IWA4	O95140
Q02078	Q02078
Q02078	Q06413
Q02078	Q02080
Q02078	Q14814
Q02078	P11831
Q9H6D7	Q9H6D7
Q7LBC6	Q7LBC6
Q7LBC6	Q9Y4C1
Q7LBC6	Q15652
Q7LBC6	O43593
Q9NQG7	Q9NQG7
Q9BXW7	Q9BXW7
Q9NWY4	Q9NWY4
Q9NWY4	A8MVJ9
P14902	P14902
P14902	Q6ZQW0
Q9NVL8	Q9NVL8
Q6PRD7	Q6PRD7
Q71F23	Q71F23
P39059	P39059
P39059	Q17RW2
P39059	P12109
P39059	P02458
P39059	P02452
P39059	P08123
P39059	P39060
P39059	Q9BWW4
P39059	P81877
P39059	Q9BWG4
P39059	P25940
P39059	P02461
P39059	P05997
P39059	Q9UMD9
P39059	P13942
P39059	P12107
P39059	P20908
P39059	Q6AZY7
Q8TD31	Q8TD31
Q9BSJ5	Q9BSJ5
Q7Z4B0	Q7Z4B0
Q9C0D2	Q9C0D2
Q9C0D2	Q96MC4
Q9BUW7	Q9BUW7
Q9BUW7	Q8N1Y9
Q9H7E9	Q9H7E9
Q9NXW9	Q9NXW9
Q9BRR6	Q9BRR6
Q13686	Q13686
Q9H8G2	Q9H8G2
Q9P2K1	Q9P2K1
Q9P2K1	Q6DHV5
Q9P2K1	Q8TAP6
O15511	O15511
O15511	Q9BPX5
O14678	O14678
O14678	P28288
O14678	Q9UBJ2
O14678	P33897
O14678	O95342
O14678	P08183
O14678	Q2M3G0
O14678	P21439
O14678	Q9NRK6
O14678	Q9NP58
O14678	Q96J66
O14678	O75027
O14678	Q9NUT2
O14678	O15439
O14678	O95255
O14678	Q5T3U5
O14678	Q92887
O14678	O15438
O14678	O15440
O14678	Q96J65
O14678	P33527
O14678	P13569
O14678	Q03519
O14678	Q03518
O14678	Q9NP78
O14678	Q09428
O14678	O60706
Q9BYC5	Q9BYC5
Q05329	Q05329
Q05329	Q99259
Q05329	Q9Y600
Q05329	Q6ZQY3
Q05329	P19113
Q05329	P20711
Q05329	Q6P474
Q05329	Q6P996
O95995	O95995
Q8NFT6	Q8NFT6
Q8NFT6	Q9UBU7
Q8TB03	Q8TB03
Q15038	Q15038
Q96AQ9	Q96AQ9
Q96AQ9	Q6UXB0
Q96AQ9	Q86XD5
P30040	P30040
Q96M42	Q96M42
Q9H501	Q9H501
Q53EU6	Q53EU6
Q53EU6	Q86UL3
Q53EU6	Q643R3
Q53EU6	Q7L5N7
Q53EU6	Q8NF37
Q8N1L1	Q8N1L1
Q8TDU6	Q8TDU6
Q8TDU6	Q9NPC1
Q8TDU6	Q8TDU9
Q8TDU6	Q15722
Q8TDU6	O00270
A6NFX1	A6NFX1
A6NFX1	Q8NA29
Q96ST2	Q96ST2
Q8IWL3	Q8IWL3
O43324	O43324
P01583	P01583
Q96KX1	Q96KX1
Q7Z7K0	Q7Z7K0
O14735	O14735
Q9BXY5	Q9BXY5
Q9BXY5	Q13938
A0A0U1RR11	A0A0U1RR11
A0A0U1RR11	P0DPI3
A0A0U1RR11	A0A0U1RRI6
A0A0U1RR11	Q7Z7K6
O60477	O60477
O60477	Q76B58
O60477	Q9C0B6
Q96KH6	Q96KH6
Q9Y2D8	Q9Y2D8
Q86XS5	Q86XS5
Q86XS5	Q9Y5C1
Q86XS5	Q9UKU9
Q86XS5	O95841
Q86XS5	Q8NI99
Q86XS5	Q9Y264
Q86XS5	O15123
Q86XS5	Q15389
Q86XS5	Q9BY76
Q86XS5	Q14314
Q86XS5	Q15485
Q86XS5	O00602
Q86XS5	P02675
Q86XS5	Q8N539
Q86XS5	P55083
Q86XS5	P02679
Q86XS5	O75636
Q86XS5	P02671
Q86XS5	Q08830
Q86XS5	Q92752
Q86XS5	Q9UQP3
Q86XS5	P24821
Q86XS5	O43827
Q8NCX0	Q8NCX0
Q6ZV77	Q6ZV77
Q96NS8	Q96NS8
Q96MW1	Q96MW1
O43809	O43809
Q13794	Q13794
